input,label,word_count
qualifications for religious leaders to enter the uk could also be made tougher she told commons inquiry,0.0,17.0
her comments have been described as irresponsible and outrageous by the islamic human rights commission ihrc,0.0,16.0
the threat is most likely to come from those people associated with an extreme form of islam or who are falsely hiding behind islam the salford mp told the commons home affairs committee,0.0,33.0
it means that some of our counter-terrorism powers will be disproportionately experienced by the muslim community,1.0,16.0
it was reality that should be recognised she said,0.0,9.0
if threat is from particular place then our action is going to be targeted at that area she added,0.0,19.0
on ministers of religions such as imams she said faith groups would be asked what other qualifications and skills such as civic knowledge and ability to engage the community should be demanded,1.0,32.0
last year ministers introduced requirement that ministers should speak english to certain level,0.0,13.0
ihrc chairman massoud shadjareh accused ms blears of playing an islamophobia card in the run-up to general election,0.0,18.0
she is demonising and alienating our community he said,1.0,9.0
it is legitimisation for backlash and for racists to have an onslaught on our community,0.0,15.0
this sort of comment is just music to the ears of racists,0.0,12.0
later the prime minister official spokesman urged people to put ms blears comments into context,0.0,15.0
the minister had been saying she understood there was perception that stop and search was aimed at one community but that was not what was happening the spokesman said,1.0,29.0
what is happening is that those powers are aimed at those who are suspected of carrying out or planning certain activity who happen to come from one community,0.0,28.0
it is not aimed at particular community it is not police policy to aim these powers at particular community he added,1.0,21.0
statistics showed that of the 17 people found guilty of terrorist acts in the uk since the 11 september attacks only four of the 12 whose ethnic backgrounds were known were muslim he added figures published last week showed that people from ethnic minorities were increasingly likely to be targeted by police stop and search tactics,1.0,56.0
figures showed that for 2003 2004 asians were 1.9 times more likely to be stopped and searched compared with 1.7 times more likely in the previous year,0.0,27.0
separate figures on police searches in england and wales carried out under the terrorism act 2000 showed that ethnic minorities were more likely to be targeted,1.0,26.0
muslim groups have repeatedly claimed that their communities are being victimised under terror laws,0.0,14.0
in 2003 2004 12.5 searches under the laws were on asian people even though they make up 4.7 of the population,0.0,21.0
last july the police were accused of islamophobia by muslim groups after stop and search figures showed the numbers of asians targeted had risen by 300 since the introduction of anti-terror laws,1.0,32.0
michael howard has launched an attack on the cost of britain chaotic asylum system under tony blair,1.0,17.0
the tory leader said english local authorities have spent more than 3bn or 140 per household on asylum since labour won power in 1997,1.0,24.0
mr howard is expected to tell activists in kent that voters tolerance and desire to help others are being abused,0.0,20.0
other parties and refugee agencies have already attacked tory plans for annual limits on numbers,0.0,15.0
mr howard said britain should take its fair share of the world genuine refugees,1.0,14.0
the anniversary of the liberation of auschwitz where my grandmother was murdered along with over million others has reminded all of us that we have moral responsibility to those fleeing persecution he was due to say,0.0,36.0
but if we are to fulfil responsibility we have to get grip of the system,0.0,15.0
people want government that upholds the rules not one that turns blind eye when they are bent and abused he said,1.0,21.0
our asylum system is being abused and with it britain generosity,1.0,11.0
earlier this week mr howard said his party plans to cut immigration were not racist arguing they would make the asylum system fairer for genuine refugees,1.0,26.0
if elected his party would institute an annual limit on asylum and all claims would be processed overseas,0.0,18.0
that prompted some charities to say the plans would put refugees lives at risk if they were turned away once quotas were filled,0.0,23.0
if we have moral responsibility towards people fleeing persecution then these policies will not provide safe haven said hannah ward of the refugee council,1.0,24.0
if people turn up in the uk asking for help they will be turned away,0.0,15.0
michael howard policy effectively means there is no safe haven in the uk,0.0,13.0
when it comes to costs then perhaps we should start with how decisions are made on asylum seekers,0.0,18.0
so many of them are shown to be wrong one in five decisions that are appealed are successfully overturned rising to half for some nationalities,0.0,25.0
we need good quality decision-making on asylum applications because it is delays in the system which cost so much,0.0,19.0
tony blair said labour would set out workable plans for tackling immigration abuse in the next few weeks and attacked the tory plans,1.0,23.0
by cutting the number of front-line immigration staff at our borders they will actually make the problem worse said mr blair,0.0,21.0
liberal democrat chairman matthew taylor said there needed to be quick fair and firm asylum system,1.0,16.0
but he said it was absolutely disgusting to propose system which could turn away genuine refugees,1.0,16.0
the conservatives say there is little risk of this happening as demand for asylum will be considered when quotas are set,0.0,21.0
on monday mr howard said it not racist as some people to claim to talk about controlling immigration far from it,1.0,21.0
gordon brown has outlined what he thinks should be the key themes of new labour next general election bid,0.0,19.0
he said ensuring every child in britain had the best start in life could be legacy to match the nhs creation,0.0,21.0
the chancellor has previously planned the party election strategy but this time the role will be filled by alan milburn key ally of tony blair,0.0,25.0
the premier insisted mr brown will have key role in labour campaign and praised his handling of the economy,1.0,19.0
writing in the guardian newspaper mr brown outlined his view of the direction new labour should be taking,0.0,18.0
as our manifesto and our programme for the coming decade should make clear labour ambition is not simply tackling idleness but delivering full employment not just attacking ignorance disease and squalor but promoting lifelong education good health and sustainable communities,0.0,40.0
bbc political editor andrew marr said that mr brown article was warning shot to mr blair not to try and cut him out of the manifesto writing process,1.0,28.0
it was as always coded and careful but entirely deliberate was mr marr assessment,0.0,14.0
the prime minister was asked about mr brown article and about his election role when he appeared on bbc radio today programme,1.0,22.0
mr blair said decision had yet to be taken over how the election would be run but the chancellor role would be central,1.0,23.0
mr blair argued that under new labour the country had changed for the better and that was in part because of mr brown management of the economy,1.0,27.0
and he pledged childcare would be centrepiece of labour manifesto,0.0,10.0
he also predicted the next general election will be tough tough fight for new labour,0.0,15.0
but the prime minister insisted he did not know what date the poll would take place despite speculation about may,0.0,20.0
mr blair said he was taking nothing for granted ahead of the vote warning that the tory strategy was to win power via the back door by hinting they were aiming to cut labour majority instead of hoping for an outright win,1.0,42.0
two of britain big trade unions could merge to form super union of two million members,0.0,16.0
the move by amicus and the transport and general workers union tgwu would be seen as bid to carry more weight with ministers and employers,1.0,25.0
"amicus has 1.2 million members and the tgwu has 800,000",1.0,10.0
any merger would have to be approved by the unions executives and their membership,1.0,14.0
it is understood meetings will be held on wednesday about the proposal,0.0,12.0
along with the gmb and unison the tgwu and amicus worked closely together in the last year to hammer out 56-point deal with labour leadership over equality at work holidays and pensions the warwick agreement,0.0,35.0
both unions are remaining tight-lipped about the merger rumours but one insider pointed out to the bbc news website that nobody is denying suggestions merger could be on the agenda when the two unions executives hold their meetings on wednesday,1.0,40.0
amicus executive was due to meet in any case although the tgwu is holding specially scheduled talks,0.0,17.0
uk firms are embracing internet trading opportunities as never before e-commerce minister mike brien says,0.0,15.0
government-commissioned study ranked the uk third in its world index of use of information and communication technology ict,1.0,18.0
the report suggests 69 of uk firms are now using broadband and that 30 of micro businesses are trading online,1.0,20.0
mr brien said uk businesses were sprinting forward in ict use but that there were more challenges ahead,1.0,18.0
the report carried out independently by consultants booz allen hamilton and hi europe placed the uk third behind sweden and ireland for business use of ict,1.0,26.0
it showed british business brought greater maturity to their ict use by using broadband in increased numbers bringing ict into their business plans and using new technologies such as voice activated programmes and desktop video conferences,0.0,36.0
mr brien said the increase in the proportion of business connected by broadband shows that uk companies are embracing the opportunities that ict can bring,1.0,25.0
it is particularly encouraging to see that small businesses are beginning to narrow the digital divide that appeared to have opened up in recent years,0.0,25.0
the government would play its part in cultivating an environment where information and communication technologies can flourish mr brien said,0.0,20.0
the clear message the report sends is that effective use of ict can bring real improvements in business performance for all business,1.0,22.0
however we are not at the finishing line yet and many challenges remain if the uk is to reach its aim of becoming world-leading e-economy he added,0.0,27.0
"the international benchmarking study was based on 8,000 telephone interviews with businesses of which more than 2,700 were uk businesses",0.0,20.0
it is the eighth in series of examining the adoption and deployment of ict in the world most industrialised nations,0.0,20.0
tony blair has had the chance to tackle the problems facing britain and has failed michael howard has said,1.0,19.0
britain is heading in the wrong direction the conservative leader said in his new year message,1.0,16.0
mr blair government was bossy interfering government that takes decisions that should be made by individuals he added,0.0,18.0
but labour campaign spokesman fraser kemp responded britain is working don let the tories wreck it again,0.0,17.0
mr howard also paid tribute to the nation character for its generous response to the asian quake disaster,0.0,18.0
the catastrophe was overshadowing the hopes for the future at this usually positive time of the year mr howard said,1.0,20.0
we watched the scenes of destruction with sense of disbelief,0.0,10.0
the scale the speed the ferocity of what happened on boxing day is difficult to grasp,0.0,16.0
yet britain response has shone light on our nation character,0.0,10.0
the last week has shown that the warm caring heart of britain beats as strong as ever,1.0,17.0
he went on to reflect on the values that most britons hold dear,0.0,13.0
looking ahead to the coming general election he pledged to turn these beliefs into reality and set out the choices he says are facing britain,0.0,25.0
how much tax do people want to pay,0.0,8.0
who will give taxpayers value for money the clean hospitals and good disciplined schools they want,0.0,16.0
who can be trusted to get grip on the disorder on our streets and the chaos in our immigration system,0.0,20.0
mr blair has failed to tackle these problems he claimed saying he has the wrong solution to them,1.0,18.0
the result is big government and higher taxes eroding incentives undermining enterprise and denying people choice,0.0,16.0
worst of all it is government that has wasted people money and failed to tackle the problems families face today,1.0,20.0
the tories he said can cut crime and improve public services without asking people to pay more taxes,0.0,18.0
we can have progress without losing what makes britain great its tolerance the respect for the rule of law the ability of everyone to fulfil their potential,0.0,27.0
we simply need to change direction,0.0,6.0
the election will give britain the chance to change,1.0,9.0
this is the record mr blair will have to defend in the coming months he said urging voters to hold him to account,1.0,23.0
but labour spokesman mr kemp said it would be more appropriate for this message to come out on april not january,1.0,21.0
let us never forget that when michael howard was in government britain suffered mass unemployment 15 interest rates record home repossessions and the introduction of the poll tax,1.0,28.0
rather than alluding to false promises michael howard should be starting 2005 with an apology to the british people for the misery that the government of which he was member inflicted upon the country,0.0,34.0
ex-bbc chat show host and east midlands mep robert kilroy-silk has said he wants to change the face of british politics as he launched his new party,1.0,27.0
mr kilroy-silk who recently quit the uk independence party said our country was being stolen from us by mass immigration,1.0,20.0
he told london news conference that veritas latin for truth would avoid the old parties lies and spin,0.0,18.0
ukip leader roger knapman says he was glad to see the back of mr kilroy-silk,1.0,15.0
mr kilroy-silk promised firm but fair policy on immigration and said they hoped to contest most seats at the forthcoming general election,1.0,22.0
he said veritas would also announce detailed policies on crime tax pensions health and defence over the next few weeks,0.0,20.0
and he announced the party would be holding leadership election,1.0,10.0
on thursday he is due to announce which constituency he will run in at the next general election that will come amid speculation he has his sights set on defence secretary geoff hoon ashfield seat,0.0,35.0
he was joined in the new venture by one of ukip two london assembly members damien hockney who is now veritas deputy leader,0.0,23.0
ukip chairman petrina holdsworth has said the group will just be parody of the party the men have left,1.0,19.0
mr kilroy-silk announced his decision to quit ukip at public meeting in hinckley leicestershire last week,1.0,16.0
it came after months of tension as he vied unsuccessfully for the leadership of that party,0.0,16.0
he said he was ashamed to be member of ukip whose leadership had gone awol after the great opportunity offered by its third place at last june european elections,0.0,29.0
while ukip has turned its back on the british people shall not he said,1.0,14.0
will be standing at the next general election,0.0,8.0
shall be leading vigorous campaign for the causes believe in,0.0,10.0
and unlike the old parties we shall be honest open and straight,0.0,12.0
mr hockney also left ukip saying mr kilroy-silk would deliver better as the leader of eurosceptic party,1.0,17.0
spokesman for ukip called on mr hockney to quit the london assembly,1.0,12.0
the party asserts that mr hockney has moral obligation if not legal one to stand down,1.0,16.0
its leader roger knapman has said he is glad to see the back of mr kilroy-silk,1.0,16.0
he has remarkable ability to influence people but sadly after the european election it became clear that he was more interested in the robert kilroy-silk party than the uk independence party so it was nice knowing him now goodbye he said,1.0,41.0
ukip officials also argue mr kilroy-silk has not been straightforward in attacking the party he once wanted to lead,1.0,19.0
this is just what the europhiles pray for,0.0,8.0
as the main eurosceptic party ukip should try to resolve its differences with kilroy to show united front and give the uk public serious political voice against europe,1.0,28.0
having multiple parties with the same view point just splits the vote further,0.0,13.0
thank goodness that kilroy-silk has gone now ukip at least has chance in the election,1.0,15.0
it is very sad to see the cause of britain regaining its proper relationship with europe damaged by this split within ukip,0.0,22.0
robert kilroy-silk could have lot to offer,0.0,7.0
instead we have split party and damaged cause,1.0,8.0
under the present electoral system people must work together and small parties have no hope of representation,0.0,17.0
last summer ukip achieved major advance partly and only partly due to kilroy-silk,0.0,13.0
it is great shame this has been dissipated in in-fighting,0.0,10.0
ukip has wide platform of policies not just withdrawal from the eu,0.0,12.0
this kilroy-silk conveniently ignores in the comments surrounding the launch of his own party,1.0,14.0
neither the english democrats nor the new party were interested in letting him join them and take over their leadership speaks volumes,0.0,22.0
veritas is the beginning of the end for kilroy-silk,1.0,9.0
if he believes in truth and democracy then he and the two assembly members should resign and force by-elections to stand on their own platform rather than this backdoor approach to politics of being elected for one party then defecting to another,0.0,42.0
so ukip was good enough for him to lead not good enough for him to follow,0.0,16.0
interesting that party committed to plain speaking should have latin name,1.0,11.0
every opinion poll points to an overwhelming anti-europe feeling in this country,0.0,12.0
kilroy-silk could be on the verge of something huge if he can broaden his appeal beyond this one issue,0.0,19.0
he is an extremely able communicator with years of political experience,0.0,11.0
we wants quality schools top hospitals clean and efficient public transport punishments that fit the crime limited asylum purge on bureaucracy and less taxes,0.0,24.0
it needs courage and honesty two qualities sadly lacking in our politicians,0.0,12.0
kilroy-silk may just have those very qualities,1.0,7.0
recruit the right colleagues robert and your time may have come,0.0,11.0
well if you can not get enough limelight being an ordinary mp then go out and start up your own party,0.0,21.0
it all flash and no real policy here,1.0,8.0
let hope this is the start of both ukip and kilroy-silk slipping into obscurity,1.0,14.0
but perhaps am wrong for surely all modern schoolchildren will understand it since they do still learn latin in the classroom do they not,0.0,24.0
the whole essence of what rks represents is euroscepticism so explain to me how the too-twee label of veritas symbolises that,0.0,21.0
majority of voters 68 believe the prime minister has been damaged by the row over david blunkett involvement in visa application poll suggests,0.0,23.0
but nearly half those surveyed said mr blunkett should return to cabinet if labour won the next election,1.0,18.0
some 63 of respondents in the sunday times poll thought his former lover kimberly quinn acted vindictively and 61 that he had been right to resign,0.0,26.0
"yougov polled weighted sample of 1,981 voters online on 16-18 december",0.0,11.0
mr blunkett resigned as home secretary on wednesday after an inquiry uncovered an e-mail showing visa application by mrs quinn former nanny had been speeded up,0.0,26.0
sir alan budd inquiry also found mr blunkett account of events had been wrong,0.0,14.0
almost quarter 21 of those polled for the sunday times said he should return to the cabinet straight after the election,1.0,21.0
one in four said he should be back in the government top ranks within year or two while 39 opposed comeback,0.0,21.0
three-quarters said mr blunkett was right to go to court for the right to see mrs quinn son whom he says he fathered and just 14 voiced sympathy for mrs quinn,1.0,31.0
total of 53 of those polled said they had sympathy for mr blunkett with 40 saying they did not,1.0,19.0
forty-three per cent thought mr blunkett had done good job as home secretary and 17 disagreed,1.0,16.0
meantime 32 said mr blair was good prime minister and 38 disagreed,1.0,12.0
majority 52 said chancellor gordon brown had done good job and just 16 disagreed,0.0,14.0
second poll for the independent on sunday found that support for all political parties remained largely unchanged after the blunkett controversy,0.0,21.0
labour lead the conservatives by 39 to 34 with the liberal democrats on 19,0.0,14.0
communicateresearch interviewed 401 people before david blunkett resignation and 601 afterwards,0.0,11.0
some 82 said mr blunkett had set good example by wanting to take responsibility for the child he says is his but 42 backed his legal action compared to 45 who thought it was unbecoming,1.0,35.0
thirty per cent said the affair showed mr blunkett could not be trusted as minister while 63 disagreed,1.0,18.0
mp shock at long lost daughter,0.0,6.0
labour mp stephen pound has told of his shock and his joy on learning he fathered daughter when he was out of control during the wild 1960s,1.0,27.0
lucy 36 tracked down mr pound after her birth mother told her he was known as precious at school,1.0,19.0
despite being told he was nutter who died at sea she found reference to mr pound on friends reunited,1.0,19.0
lucy mother kept her pregnancy secret and had her adopted at four weeks,0.0,13.0
mr pound found out about it last year,0.0,8.0
that happened when lucy wrote to his parliamentary office saying she believed he was her father,0.0,16.0
mr pound who is now married with two other teenage children said was nutter and was sailor but wasn dead,1.0,20.0
he said his first reaction was to wonder if he was victim of set-up but he then realised all the dates fitted,1.0,22.0
it was pretty horrible thing with pretty happy ending,0.0,9.0
felt guilt in the marrow of my bones said the ealing north mp,0.0,13.0
was pretty much out of control,1.0,6.0
was 18 when she was conceived,1.0,6.0
it was different time it was pretty wild,1.0,8.0
mr pound says he rang lucy as soon as he got her letter they met up and have been in contact ever since,0.0,23.0
describing that first meeting at london king cross station he said the earth went from under my feet we were walking across the euston road and took her arm to take her across and there was an immediate connection,0.0,39.0
we were finishing each other sentences,0.0,6.0
lucy who was adopted by family from essex wants to remain anonymous for the sake of her adoptive father and her children,0.0,22.0
mr pound said his wife maggie had been fully supportive and their two children emily 16 and pelham 14 were pleased to have an older sister,0.0,26.0
the green party is concerned thousands of residents may not be able to vote in edinburgh transport referendum,1.0,18.0
edinburgh city council is to ballot constituents on proposals to introduce congestion charging in the capital,1.0,16.0
but green msp mark ballard fears people not on the council edited electoral register may miss out,0.0,17.0
local authorities can only send ballot papers to those on the edited list over non-statutory matters such as the transport referendum,1.0,21.0
therefore residents who have exercised their right to have their details left off the list could miss the chance to vote,1.0,21.0
however there is still time for those who are not on the list to contact the council and make sure they are sent ballot forms ahead of february voting deadline,0.0,30.0
mr ballard said this vote will set the future of transport in edinburgh for decades to come,0.0,17.0
it is therefore vital that as many residents as possible in edinburgh city and the surrounding areas are registered to vote in the ballot,1.0,24.0
many people are not aware that they may miss out on their chance to have say,0.0,16.0
everyone involved in this debate both for and against wants the ballot to be as fair and representative as possible and that means encouraging people to take part,0.0,28.0
the ballot will ask residents to vote for or against the council proposed congestion charge scheme and host of transport improvements to be funded by it,1.0,26.0
the outcome of the referendum will be known next month after the ballot forms are sent out and returned to the council,0.0,22.0
towards the end of february the council will meet to decide whether to proceed with an application to scottish ministers for approval for its planned congestion charging scheme and the other parts of its transport package,0.0,36.0
new drink limit would cut toll,0.0,6.0
more lives than previously thought could be saved by cutting drink-drive limits by third report says,0.0,16.0
university college london research claims cutting the limit from 80mg of alcohol per 100ml of blood to 50mg would save 65 lives year,1.0,23.0
the findings are being published by the parliamentary advisory council for transport safety as mps are due to vote on the government road safety bill,0.0,25.0
the bill includes changes to speeding fines but not to the drink-drive limit,1.0,13.0
the research carried out by transport expert professor richard allsop says cutting the limit would also lead to 230 fewer serious injuries on the uk roads compared with 2003,1.0,29.0
he estimates that this would save the country 119m year,0.0,10.0
previous estimate contained in 1998 department of transport document suggested such move could save 50 lives year,0.0,17.0
the findings are based on the assumption that drivers who currently keep below the legal limit would continue to do so were it to be lowered and that those who tend to exceed the limit slightly would also lower their drinking,1.0,41.0
professor allsop said reducing the limit from 80mg to 50mg can be expected to save around 65 lives year or around half of those who die in accidents where the driver bac blood alcohol content is within 30mg of the current limit,1.0,42.0
only about one in 50 of those driving during weekend evenings and nights will need to moderate their drinking to achieve this and fewer still at other times,0.0,28.0
ministers do not support lower limit saying it is not clear it would have major impact on drink drive casualties,1.0,20.0
they believe educating drivers is more important,0.0,7.0
the aa motoring trust said it was not sure what affect dropping the limit would have on drivers attitudes to drink-driving,1.0,21.0
road safety head andrew howard said it remains to be seen whether the social disapproval of the drinking driver will stay at the current rate if the alcohol limit is cut,1.0,31.0
parliamentarians need to consider this carefully,0.0,6.0
britons police themselves by consensus much more effectively than they do by weight of enforcement alone,0.0,16.0
liberal democrat transport spokesman john thurso said drink-driving remained major killer with figures showing worrying rise in the number of accidents involving drivers who had been drinking,0.0,27.0
he said there had been 29 drop in the number of drivers being breathalysed since 1997 which he said the government needed to address if it wanted to reduce the danger caused by drink-driving,0.0,34.0
the road safety bill which gets its second reading on tuesday would allow the results of roadside breath tests to be used in court currently blood test is needed,0.0,29.0
it also includes plans for staggered speeding fines and points system penalising drivers who exceed limits by wide margin more than those who are caught going just over,1.0,28.0
these have been criticised by road safety campaigners including labour backbencher gwyneth dunwoody who says it will reduce the incentive for drivers to stay within the limits in residential areas leading to more road casualties,1.0,35.0
in an article for the times newspaper ms dunwoody who chairs the transport select committee says slight increases to low car speeds increase hugely the risks to pedestrians and cyclists,0.0,30.0
it is quite simple if you hit someone at 30mph they have 50 per cent chance of survival,0.0,18.0
if you are going at 40mph nine times out of ten they will die,0.0,14.0
ministers would not rule out scrapping the child support agency if it failed to improve work and pensions secretary alan johnson has warned,1.0,23.0
but he said replacing the controversial csa would be the nuclear option,1.0,12.0
report by the commons work and pensions committee called for the agency to be wound up unless it improved its service within weeks,1.0,23.0
chairman sir archy kirkwood said if the agency can not be rescued then it must be replaced,0.0,17.0
"the committee reached its conclusions after it found that nearly 250,000 cases have yet to be processed",0.0,17.0
it warned that it could be five years before the csa was fit for purpose describing it as failing organisation and in crisis with parents facing payment delays and inaccurate maintenance calculations,0.0,32.0
the report urged the csa to draw up contingency plans including the abandonment option to be presented to parliament by easter in case the cs2 computer system could not be made to work,1.0,33.0
and responding to calls for the agency to be scrapped mr johnson told bbc radio today programme certainly wouldn rule out the nuclear option of moving to completely new system,0.0,30.0
but think the select committee would agree with me we would only do that when we were absolutely convinced that this system just isn going to work,1.0,27.0
the mps launched their inquiry into the csa performance after it became clear that despite the introduction of simpler system of calculating maintenance payments for new cases in 2003 backlog of claims was building up,1.0,35.0
the mps found the 456m system from american it giant eds was nowhere near being fully functional and the number of dissatisfied disenchanted and angry customers continues to escalate,0.0,29.0
faced with the committee criticism the government has suspended its plan to cut the agency staff by 25,0.0,18.0
the csa has been surrounded in controversy since its introduction in 1993 to assess and enforce child support payments by absent parents,1.0,22.0
it is currently chasing outstanding payments of more than 720m while further 947m has been designated as unrecoverable,0.0,18.0
michelle mother of twins said she had not received penny of the 57 week she should be receiving from her ex-partner and had faced an on-going battle with the csa,0.0,30.0
her forms have twice been lost in the post she said,0.0,11.0
don receive correspondence don receive phone calls have to chase them all the time she said,0.0,16.0
theresa may tory shadow work and pensions secretary said we have got to find way that going to ensure those payments get through to the people who are due them,1.0,30.0
the agency former chief executive doug smith quit last autumn claiming he was seriously disappointed with its performance,0.0,18.0
the committee said the national audit office should investigate why the eds system had gone so badly wrong,1.0,18.0
it blamed the agency senior management for multitude of problems within the agency including for an apparent lack of training of frontline staff,0.0,23.0
betty boothroyd has said the house of lords needs its own speaker and that peers should lead the way on reforming the upper chamber,1.0,24.0
baroness boothroyd who was the first woman to be commons speaker said she believed tony blair initiated reforms without clear outcome in mind,0.0,23.0
now we have to take care of it ourselves and make the best of it she told the bbc breakfast with frost,0.0,22.0
in 1999 labour removed all but 92 of the lords 750 hereditary peers,0.0,13.0
that was billed as the first stage of reform of the institution,0.0,12.0
the lord chancellor hinted further reforms could be unveiled in the next labour manifesto,0.0,14.0
think we need to look very carefully at the relationship between the lords and the commons lord falconer told bbc1 breakfast with frost,1.0,23.0
how it interacts with the commons is very very important issue,0.0,11.0
we need to address the issue in the manifesto but you will have to wait for when the manifesto comes,0.0,20.0
the lord chancellor currently has the role of house of lords speaker,1.0,12.0
he is also head of the judiciary and member of the cabinet as constitutional affairs secretary,0.0,16.0
lady boothroyd said she believed it was unacceptable for the lord chancellor to have the role of speaker,1.0,18.0
would really like to see speaker of the house of lords she said,1.0,13.0
don go for the idea of somebody lord chancellor who is head of the judiciary senior cabinet minister and speaker of the lords,1.0,23.0
want somebody there who is going to look after that house and do job there,0.0,15.0
bid to cut court witness stress,0.0,6.0
new targets to reduce the stress to victims and witnesses giving evidence in courts in england and wales have been announced by the lord chancellor,1.0,25.0
lord falconer wants all crown courts and 90 of magistrates courts to have facilities to keep witnesses separate from defendants within four years,1.0,23.0
more video links will also be made available so that witnesses do not have to enter courtrooms,0.0,17.0
it is part of five-year plan to help build confidence in the justice system,0.0,14.0
ministers say the strategy is aimed at re-balancing the court system towards victims and increasing the number of offenders brought to justice,0.0,22.0
launching the department for constitutional affairs plan lord falconer said one of the top priorities will be better deal for victims,1.0,21.0
the needs and safety of victims will be at the heart of the way trials are managed,0.0,17.0
courts judges magistrates prosecutors police and victim support all working together to ensure the rights of victims are put first without compromising the rights of the defendant,1.0,27.0
he went on giving evidence is nerve-wracking experience especially when you re victim,0.0,13.0
yet with will and with support it can be done,0.0,10.0
lord falconer told bbc radio today programme it was impossible for some elderly people to go to court to give evidence,1.0,21.0
other witnesses could be intimidated by sitting alongside defendants outside courts,0.0,11.0
you are never going to get rid of some element of the trauma of giving evidence he said,0.0,18.0
but you can make people believe that the courts understand the problem it not some kind of alien place where they go where they are not thinking about them,0.0,29.0
the plan comes as the lord chancellor also considers allowing cameras into courts for the first time since 1925 as long as they were used for cases that did not involve witnesses,1.0,32.0
another feature of the strategy is constitutional reform with government bill to set up supreme court and judicial appointments commission returning to the house of lords on tuesday,0.0,28.0
ministers had proposed getting rid of the title of lord chancellor but the lords have over-ruled this,0.0,17.0
lord falconer said it was right for the highest court to be completely distinct from parliament,1.0,16.0
the person in charge of the court system should not also be speaker of the house of lords he said and should be the best person chosen from either house of parliament,1.0,32.0
what they did not what they were called was the critical issue he added,0.0,14.0
distinguished lawyer lord scarman who conducted the inquiry into the 1981 brixton riots has died aged 93,1.0,17.0
the peer enjoyed celebrated judicial career serving as law commission chairman in its first seven years,0.0,16.0
he also chaired the 1969 tribunal set up to investigate civil disturbances in northern ireland,0.0,15.0
paying tribute the lord chancellor lord falconer said lord scarman was one of the great advocates of our generation,1.0,19.0
his legacy from his decisions in the lords and the court of appeal is substantial,0.0,15.0
his work in the wake of the brixton riots and his commitment to the vulnerable and dispossessed was second to none,0.0,21.0
great judge great lawyer and great man,0.0,7.0
lord scarman nephew george ritchie said the peer who passed away peacefully on wednesday would be sadly missed,1.0,18.0
the lord chief justice lord woolf who is the most senior judge in england and wales said it was lord scarman pioneering work which paved the way for the human rights act 1998,1.0,33.0
he was lawyer and judge who had remarkable insight into human nature and an exceptional sensitivity to the needs of healthy society he said,1.0,24.0
he was personally totally charming and he will be remembered with great affection and admiration by all who came into contact with him,0.0,23.0
dame elizabeth butler-sloss the president of the family justice division said lord scarman was good and humane judge and one of the greatest figures of the late 20th century,1.0,29.0
lord scarman will be remembered for the public inquiry he led into string of race riots which began in brixton when racial tensions rose after police crackdown on street robbery,1.0,30.0
during the following three days of disturbances that spread to the midlands merseyside bristol and leeds nearly 400 people were injured and buildings and vehicles were set alight,0.0,28.0
the inquiry famously settled on the so-called rotten apples theory which argued that only few police officers were racist saying most were not,0.0,23.0
it spawned new law enforcement practices and led to the creation of the police complaints authority,0.0,16.0
trevor phillips chair of the commission for racial equality praised lord scarman ability to listen,1.0,15.0
he said when lord scarman toured the streets of brixton his presence was electrifying,1.0,14.0
community which had been systematically ignored by everyone else was suddenly embraced by the epitome of the english establishment,0.0,19.0
his great quality was the ability to listen to young people of all backgrounds many of whose language he could barely understand genuinely to hear what they had to say and to talk to them as human beings,0.0,38.0
he never lost the special combination of wisdom humanity and the spark of radicalism that marked his watershed report into the brixton riots,0.0,23.0
prince harry should personally make clear how sorry he is about wearing nazi uniform to friend fancy dress party says tory leader michael howard,1.0,24.0
mr howard whose grandmother died in auschwitz said many people would be offended by the prince actions clarence house has issued statement saying the prince has apologised and realised it had been poor costume,1.0,34.0
number 10 said an error was made but now harry had apologised the matter should be left to the palace,1.0,20.0
that was message repeated by home secretary charles clarke who said the matter should now be left to lie,0.0,19.0
but lib dem leader charles kennedy said harry was in privileged position and said he should apologise in person,1.0,19.0
there is reservoir of goodwill for prince harry and prince william with him in this country but think he needs to remember that it can last forever,0.0,27.0
he added that sandhurst would probably be good for harry as it would teach him some self discipline,1.0,18.0
former labour mp lord janner who is high profile member of britain jewish community branded harry action stupid and evil,0.0,20.0
he told itv the time has come for him to make public apology,0.0,13.0
it is about common decency of respect to the people who fought the nazis to the families of those who were killed by the nazis and to people who suffered during the holocaust,0.0,33.0
he added would send him in the army as fast as possible,0.0,12.0
hope that would teach him not to behave like that,0.0,10.0
photograph of prince harry wearing swastika armband and german desert uniform at the party appears in thursday sun newspaper under the headline harry the nazi,0.0,25.0
mr howard acknowledged the prince apology and said he had no doubt the prince father and family would have much to say to him privately about the incident,1.0,28.0
but he told bbc radio today programme it might be appropriate to tell us himself just how contrite he is,0.0,20.0
mr howard declined to say what form the statement should take,0.0,11.0
but former buckingham palace press spokesman dicky arbiter said the prince should make personal broadcast apology,1.0,16.0
mr clarke said he recognised people concerns about the costume but argued he has apologised and think we should leave the matter there,1.0,23.0
nhs waiting time target is cut,0.0,6.0
hospital waiting times for patients in wales are to be cut but not to the same extent as those in england,1.0,21.0
welsh health minister jane hutt said no patient would wait more than 12 months for an outpatient appointment by march 2006 against current target of 18 months,1.0,27.0
